sale_id,sale_date,customer_id,dealer_id,salesperson_id,company_name,car_name,quantity,unit_price,total_price,payment_method,country
1275,2023-09-07,CL0277,DL006,SP012,Peugeot,308,3,30555.75,91667.25,Cash,Australia
1276,2023-05-27,CL0331,DL007,SP006,Porsche,Cayenne Diesel (Regional Markets),3,73500.09,220500.27,Financing,Australia
1277,2024-07-23,CL0596,DL011,SP007,Volvo,Volvo VNR,1,91985.88,91985.88,Cash,UK
1278,2023-02-22,CL0623,DL012,SP003,Ford,Puma,1,26931.83,26931.83,Cash,France
1279,2020-12-01,CL0074,DL003,SP002,Nissan,Terrano II,2,26466.84,52933.68,Leasing,Australia
1280,2020-08-25,CL0358,DL015,SP007,Mazda,Persona,3,13728.33,41184.99,Financing,Spain
1281,2023-08-20,CL0282,DL007,SP009,Peugeot,5008 Allure,3,33164.32,99492.96,Leasing,China
1282,2022-05-24,CL0368,DL006,SP010,Mazda,Etude,1,13354.83,13354.83,Cash,France
1283,2023-08-08,CL0149,DL010,SP003,Ford,Bronco,1,32659.76,32659.76,Financing,UK
1284,2024-03-04,CL0053,DL013,SP017,Volkswagen,Passat B8,1,30251.17,30251.17,Leasing,UK
1285,2022-06-21,CL0775,DL009,SP011,Porsche,911 GT2 RS,3,264231.17,792693.51,Financing,UK
1286,2022-12-07,CL0781,DL012,SP010,Volkswagen,ID. Buzz Cargo Pro,3,59721.35,179164.05,Financing,USA
1287,2022-03-17,CL0216,DL010,SP014,Nissan,280ZX,1,32381.84,32381.84,Financing,Germany
1288,2021-09-11,CL0515,DL001,SP008,Cadillac,CT4-V Blackwing,3,57170.46,171511.38,Cash,France
1289,2020-11-06,CL0094,DL005,SP008,Nissan,Rogue Sport SL,2,31805.19,63610.38,Financing,UK
1290,2024-06-11,CL0124,DL003,SP007,Nissan,R390 GT1 Road Car,3,940147.25,2820441.75,Financing,UK
1291,2024-09-24,CL0056,DL013,SP011,FERRARI,SF90 STRADALE,3,1131572.19,3394716.57,Financing,Brazil
1292,2024-12-20,CL0652,DL006,SP015,Cadillac,CT4,1,31264.4,31264.4,Leasing,Japan
1293,2020-06-17,CL0260,DL008,SP018,Porsche,Panamera Turbo S Exclusive Series,1,266101.15,266101.15,Cash,China
1294,2021-05-27,CL0731,DL013,SP005,Tata Motors,Altroz DCA,3,11695.67,35087.01,Cash,Germany
1295,2024-06-17,CL0580,DL007,SP015,TOYOTA,INNOVA HYCROSS,3,39600.52,118801.56,Leasing,UK
1296,2023-01-13,CL0402,DL014,SP007,Peugeot,e-208,1,37724.58,37724.58,Cash,Brazil
1297,2023-04-30,CL0675,DL014,SP009,Mazda,MX-6,3,17315.83,51947.49,Leasing,UK
1298,2021-03-29,CL0014,DL006,SP013,Ford,F-150 Lightning,1,42446.24,42446.24,Leasing,Brazil
1299,2020-03-28,CL0268,DL013,SP002,GMC,Sierra Elevation,1,48233.18,48233.18,Financing,Germany
1300,2024-04-04,CL0245,DL008,SP009,Porsche,Panamera Turbo S E-Hybrid,1,196876.0,196876.0,Financing,France
1301,2022-05-03,CL0592,DL010,SP010,Kia,Forte FE,3,16771.14,50313.42,Cash,Brazil
1302,2020-01-03,CL0555,DL011,SP015,Chevrolet,Silverado 2500HD,3,39449.03,118347.09,Cash,Japan
1303,2020-06-18,CL0149,DL001,SP002,Chevrolet,Equinox RS,1,33131.2,33131.2,Leasing,Germany
1304,2020-08-02,CL0762,DL004,SP010,Peugeot,2008,1,25796.53,25796.53,Cash,Germany
1305,2022-05-05,CL0049,DL015,SP020,Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,3,73730.69,221192.07,Financing,UK
1306,2020-07-28,CL0633,DL008,SP017,Nissan,Latio,2,13143.55,26287.1,Financing,UK
1307,2021-02-27,CL0370,DL005,SP007,Ford,Bronco (2024),2,42514.24,85028.48,Leasing,Germany
1308,2021-10-28,CL0556,DL006,SP011,Mazda,Sentia,1,21191.62,21191.62,Financing,Spain
1309,2021-06-13,CL0414,DL013,SP003,Volvo,Volvo FMX,3,101424.68,304274.04,Leasing,Australia
1310,2021-05-29,CL0061,DL003,SP011,NISSAN,370Z,3,27440.25,82320.75,Financing,Germany
1311,2021-11-20,CL0781,DL011,SP018,BMW,120D XDRIVE,1,35013.77,35013.77,Cash,Italy
1312,2023-11-03,CL0676,DL004,SP016,Nissan,Almera,1,14335.56,14335.56,Leasing,France
1313,2023-09-19,CL0440,DL012,SP001,Porsche,Panamera GTS Sport Turismo,2,138501.6,277003.2,Financing,Spain
1314,2021-12-12,CL0339,DL008,SP012,Mazda,818,2,13863.26,27726.52,Leasing,China
1315,2022-03-25,CL0143,DL014,SP003,Chevrolet,Silverado 1500 Trail Boss,3,51525.96,154577.88,Leasing,Italy
1316,2020-02-16,CL0681,DL009,SP016,Tata Motors,Hexa,3,18166.17,54498.51,Cash,USA
1317,2022-02-28,CL0477,DL011,SP019,Nissan,Hardbody SUV,3,16796.62,50389.86,Leasing,Japan
1318,2023-12-28,CL0385,DL009,SP011,Mazda,Cosmo Sport (110S),1,29736.57,29736.57,Leasing,China
1319,2023-10-16,CL0634,DL008,SP011,Nissan,Magnite,1,10902.32,10902.32,Cash,Spain
1320,2020-10-07,CL0065,DL011,SP005,LAMBORGHINI,URUS PERFORMANTE,2,253557.48,507114.96,Financing,France
1321,2023-04-26,CL0349,DL002,SP015,Porsche,Macan,2,65797.95,131595.9,Leasing,Australia
1322,2022-08-14,CL0342,DL006,SP002,Mitsubishi,Xpander Cross,3,19272.31,57816.93,Cash,Brazil
1323,2021-02-14,CL0339,DL015,SP018,Volkswagen,Up! e-up!,2,22933.33,45866.66,Leasing,Italy
1324,2022-04-04,CL0772,DL009,SP020,LAMBORGHINI,URUS PERFORMANTE,1,254765.91,254765.91,Leasing,Italy
1325,2024-05-14,CL0279,DL012,SP018,Acura,NSX GT3 (Track Version),2,144741.07,289482.14,Cash,Japan
1326,2023-03-09,CL0752,DL012,SP008,Volkswagen,Polo GTI Clubsport,3,32642.31,97926.93,Cash,Brazil
1327,2022-01-31,CL0145,DL001,SP015,Mitsubishi,Outlander,2,26797.54,53595.08,Cash,Brazil
1328,2024-04-04,CL0723,DL005,SP010,AUDI,A5 COUPE,3,42495.06,127485.18,Leasing,Japan
1329,2023-02-03,CL0166,DL007,SP018,Porsche,Cayenne Turbo S E-Hybrid Coupe,1,172023.03,172023.03,Cash,Italy
1330,2020-11-10,CL0057,DL010,SP018,Kia,Soul Turbo,1,28358.09,28358.09,Cash,China
1331,2022-08-16,CL0622,DL005,SP002,MERCEDES,BENZ E-CLASS E 350,2,50455.46,100910.92,Cash,France
1332,2024-07-05,CL0797,DL005,SP002,Ford,Explorer Hybrid,1,48017.99,48017.99,Leasing,UK
1333,2023-09-22,CL0650,DL005,SP008,Mazda,MX-5 Miata,2,26060.16,52120.32,Financing,Italy
1334,2020-04-16,CL0425,DL010,SP018,Tata Motors,Indica eV2,3,6617.4,19852.2,Financing,Spain
1335,2022-09-19,CL0336,DL012,SP006,Nissan,Micra,1,16457.19,16457.19,Leasing,USA
1336,2021-02-21,CL0175,DL009,SP016,Kia,Telluride Limited Edition,1,47707.49,47707.49,Cash,Brazil
1337,2023-06-27,CL0753,DL006,SP017,Kia,Seltos Nightfall Edition,2,28350.55,56701.1,Leasing,Italy
1338,2021-09-24,CL0573,DL001,SP017,Mitsubishi,Outlander LE,2,32952.38,65904.76,Leasing,Spain
1339,2020-12-04,CL0219,DL009,SP020,BMW,116D ADVANTAGE,3,32819.4,98458.2,Cash,Australia
1340,2021-11-27,CL0072,DL011,SP006,HONDA,CIVIC HATCHBACK,3,24055.77,72167.31,Cash,UK
1341,2020-06-14,CL0732,DL005,SP019,TOYOTA,GR SUPRA,3,56028.54,168085.62,Cash,Australia
1342,2020-05-24,CL0492,DL005,SP013,Mazda,1200,2,10033.22,20066.44,Leasing,Italy
1343,2022-08-19,CL0025,DL003,SP007,Toyota,RAV4 (6th Gen),2,28529.65,57059.3,Financing,Spain
1344,2020-01-21,CL0508,DL005,SP007,Peugeot,e-2008,3,36003.13,108009.39,Financing,UK
1345,2024-09-13,CL0414,DL013,SP012,HYUNDAI,Venue,3,16424.67,49274.01,Leasing,UK
1346,2021-07-31,CL0495,DL008,SP016,Porsche,911 Carrera S,1,128708.98,128708.98,Leasing,UK
1347,2020-02-12,CL0444,DL002,SP010,Toyota,4Runner (6th Gen),1,46778.14,46778.14,Cash,Japan
1348,2021-10-22,CL0760,DL003,SP013,MAHINDRA,SCORPIO,1,18032.99,18032.99,Cash,Spain
1349,2021-07-18,CL0081,DL006,SP012,Peugeot,Boxer,3,29423.03,88269.09,Leasing,China
1350,2020-10-25,CL0531,DL013,SP013,GMC,Canyon AT4X Edition 1,1,57539.76,57539.76,Financing,Australia
1351,2023-05-20,CL0502,DL011,SP020,Nissan,Skyline 50th Anniversary,2,68772.6,137545.2,Financing,Germany
1352,2024-06-29,CL0175,DL007,SP012,Volkswagen,Polo GTI R5,3,43285.11,129855.33,Leasing,Spain
1353,2022-10-23,CL0176,DL003,SP018,Mazda,Roadpacer AP,3,20282.76,60848.28,Leasing,Brazil
1354,2021-11-24,CL0708,DL001,SP007,Mazda,T2000,3,19546.45,58639.35,Cash,USA
1355,2024-12-21,CL0328,DL015,SP002,Peugeot,508 Allure,3,33691.67,101075.01,Cash,Australia
1356,2023-09-29,CL0101,DL011,SP020,Mazda,Biante,3,23175.29,69525.87,Cash,UK
1357,2022-01-08,CL0317,DL008,SP002,Porsche,Cayenne,3,82001.56,246004.68,Leasing,USA
1358,2022-05-31,CL0146,DL014,SP006,Volkswagen,Up! GTI,2,19189.55,38379.1,Financing,China
1359,2022-10-08,CL0229,DL013,SP007,Jaguar Land Rover,Jaguar F-PACE SVR,3,81650.54,244951.62,Leasing,UK
1360,2023-01-21,CL0584,DL003,SP020,MERCEDES,BENZ GLE 450,3,66536.57,199609.71,Leasing,Brazil
1361,2024-07-03,CL0126,DL013,SP013,Nissan,Cedric Special Edition,2,62764.35,125528.7,Financing,China
1362,2021-01-26,CL0513,DL001,SP018,Volvo,Volvo FMX,2,119383.91,238767.82,Cash,Germany
1363,2024-03-23,CL0086,DL010,SP010,Nissan,Datsun 240Z,3,46706.53,140119.59,Leasing,Germany
1364,2021-11-07,CL0130,DL013,SP009,Nissan,X-Trail Tekna,1,41352.63,41352.63,Cash,USA
1365,2020-04-02,CL0793,DL008,SP009,Volkswagen,Up!,1,13981.24,13981.24,Cash,UK
1366,2024-12-23,CL0022,DL001,SP019,Volkswagen,Jetta Hybrid,2,29550.45,59100.9,Financing,China
1367,2024-05-07,CL0369,DL003,SP017,Peugeot,Expert L2H1,2,31907.31,63814.62,Financing,Spain
1368,2021-02-23,CL0764,DL006,SP008,MERCEDES,BENZ GLE 53,1,69918.5,69918.5,Leasing,China
1369,2023-08-17,CL0590,DL010,SP017,Tesla,Model Y Long Range,3,52870.44,158611.32,Leasing,Germany
1370,2022-03-28,CL0550,DL009,SP004,Bugatti,Bolide,1,4536823.89,4536823.89,Financing,Germany
1371,2022-06-05,CL0699,DL014,SP009,Kia,Soul EX,2,20866.22,41732.44,Financing,Spain
1372,2024-01-22,CL0617,DL012,SP010,ASTON MARTIN,VALKYRIE,2,2983747.71,5967495.42,Cash,France
1373,2021-01-03,CL0315,DL013,SP016,GMC,Sierra 3500HD AT4,2,77247.68,154495.36,Cash,UK
1374,2023-08-04,CL0040,DL014,SP019,Mazda,Mazda2,1,15402.36,15402.36,Leasing,Japan
1375,2021-04-12,CL0226,DL014,SP010,Chevrolet,Bolt EUV,3,29030.93,87092.79,Financing,France
1376,2024-06-28,CL0004,DL013,SP010,Peugeot,2008 Allure,2,29220.79,58441.58,Leasing,China
1377,2023-01-07,CL0382,DL008,SP010,Volkswagen,Up! Cabriolet,1,19513.19,19513.19,Leasing,Spain
1378,2021-08-14,CL0404,DL010,SP002,ROLLS ROYCE,GHOST COUPE,3,361635.47,1084906.41,Financing,China
1379,2020-01-25,CL0682,DL004,SP013,Acura,RDX Turbo SH-AWD,2,40407.45,80814.9,Cash,UK
1380,2020-02-26,CL0695,DL004,SP001,Nissan,Cima,3,63887.92,191663.76,Financing,Spain
1381,2024-05-29,CL0672,DL002,SP013,MERCEDES,GT 63 S,3,158453.87,475361.61,Cash,Brazil
1382,2023-02-08,CL0098,DL011,SP013,GMC,Yukon Denali,2,74083.32,148166.64,Leasing,China
1383,2023-11-01,CL0137,DL007,SP020,AUDI,SQ5,1,63697.55,63697.55,Financing,USA
1384,2023-09-23,CL0463,DL010,SP006,Kia,Forte Limited Edition,3,23675.73,71027.19,Financing,Japan
1385,2021-05-21,CL0749,DL002,SP007,Jeep,Jeep Cherokee X Edition,2,37759.24,75518.48,Leasing,UK
1386,2023-04-04,CL0499,DL009,SP005,MAHINDRA,XUV500,1,19011.17,19011.17,Leasing,Brazil
1387,2021-02-20,CL0665,DL010,SP009,Nissan,X-Trail Tekna,1,43401.28,43401.28,Leasing,France
1388,2022-02-26,CL0327,DL006,SP009,Peugeot,508 Saloon,1,34222.06,34222.06,Cash,Germany
1389,2021-12-26,CL0284,DL011,SP013,Porsche,911 Turbo S Coupe,2,209509.57,419019.14,Leasing,China
1390,2020-02-08,CL0654,DL015,SP005,Ford,Transit Electric (E-Transit),3,47733.39,143200.17,Cash,Japan
1391,2020-06-18,CL0625,DL014,SP012,Kia,Soul EX,2,21183.22,42366.44,Leasing,Germany
1392,2023-10-09,CL0208,DL004,SP009,Tesla,Model X Plaid,2,105736.14,211472.28,Cash,Japan
1393,2024-09-17,CL0231,DL003,SP017,GMC,Terrain Elevation Edition,2,29655.96,59311.92,Cash,USA
1394,2021-12-14,CL0273,DL006,SP018,BMW,M550i XDRIVE,1,73866.61,73866.61,Cash,Japan
1395,2021-08-04,CL0010,DL013,SP012,Volkswagen,Karmann Ghia,3,27085.31,81255.93,Financing,France
1396,2022-05-24,CL0383,DL007,SP016,Nissan,Skyline,3,49222.72,147668.16,Financing,Australia
1397,2022-12-13,CL0001,DL008,SP016,Chevrolet,Spark LS,2,13747.58,27495.16,Financing,France
1398,2023-07-31,CL0632,DL002,SP017,KIA,SPORTAGE 2024(BASE AWD),3,29038.98,87116.94,Cash,Australia
1399,2024-04-25,CL0510,DL014,SP013,Nissan,NV350 Caravan,3,26537.12,79611.36,Financing,Italy
1400,2023-12-06,CL0275,DL015,SP019,Nissan,GT-R Egoist,1,198765.71,198765.71,Financing,Japan
1401,2021-05-21,CL0416,DL009,SP006,Nissan,Hardbody SUV,2,19705.06,39410.12,Cash,Brazil
1402,2024-04-01,CL0121,DL008,SP014,ASTON MARTIN,VANTAGE,3,146686.9,440060.7,Cash,Brazil
1403,2022-09-13,CL0763,DL014,SP017,Mazda,Autozam AZ-1,3,12586.98,37760.94,Cash,China
1404,2021-05-09,CL0523,DL001,SP004,TOYOTA,ALPHARD EXECUTIVE LOUNGE,3,57788.35,173365.05,Cash,UK
1405,2024-08-15,CL0482,DL006,SP013,AUDI,S4 SEDAN,2,57041.31,114082.62,Leasing,Brazil
1406,2023-11-18,CL0710,DL007,SP014,LAMBORGHINI,HURACAN SPYDER,2,298690.09,597380.18,Leasing,France
1407,2021-11-13,CL0043,DL008,SP017,Ford,F-150 Lightning,3,40186.77,120560.31,Financing,USA
1408,2022-08-01,CL0066,DL004,SP006,Peugeot,3008 GT Line,1,33736.5,33736.5,Financing,Germany
1409,2024-02-01,CL0413,DL009,SP005,Nissan,180SX,2,37232.22,74464.44,Cash,Italy
1410,2023-01-30,CL0668,DL001,SP016,Jaguar Land Rover,Jaguar F-PACE S AWD,2,59184.18,118368.36,Financing,Italy
1411,2022-03-04,CL0645,DL013,SP004,BMW,116i EFFICIENTDYNAMICS,1,29603.84,29603.84,Leasing,Brazil
1412,2023-01-19,CL0771,DL007,SP008,LAMBORGHINI,HURACAN PERFORMANTE,3,247395.25,742185.75,Leasing,UK
1413,2021-09-11,CL0454,DL009,SP005,Volkswagen,Polo Beats,1,20690.21,20690.21,Leasing,UK
1414,2021-11-04,CL0738,DL012,SP014,TOYOTA,COASTER,1,74076.81,74076.81,Financing,Australia
1415,2022-08-06,CL0204,DL007,SP005,NISSAN,Z PROTO,2,38780.2,77560.4,Cash,Brazil
1416,2023-11-03,CL0297,DL009,SP005,Peugeot,Expert Electric,1,47933.47,47933.47,Financing,USA
1417,2020-10-21,CL0703,DL008,SP011,Volkswagen,Up! e-up!,1,22288.08,22288.08,Cash,Germany
1418,2023-07-17,CL0701,DL001,SP011,Acura,ILX Premium,1,28295.02,28295.02,Leasing,Brazil
1419,2020-06-06,CL0486,DL005,SP019,Ford,EcoSport,3,21977.81,65933.43,Cash,Spain
1420,2020-02-08,CL0280,DL006,SP017,Nissan,Navara,3,33861.14,101583.42,Leasing,Brazil
1421,2023-05-19,CL0423,DL013,SP012,Porsche,911 GT3 RS Clubsport,1,238097.69,238097.69,Cash,Japan
1422,2022-07-04,CL0231,DL013,SP019,Nissan,Z (Fairlady Z),2,38568.19,77136.38,Leasing,USA
1423,2022-06-08,CL0336,DL005,SP008,NISSAN,ROGUE,2,26455.34,52910.68,Cash,Spain
1424,2020-12-21,CL0641,DL015,SP020,FERRARI,SF90 STRADALE,3,1155574.83,3466724.49,Leasing,China
1425,2022-09-01,CL0373,DL013,SP012,Nissan,Laurel,3,20398.3,61194.9,Cash,China
1426,2020-04-04,CL0030,DL001,SP011,AUDI,E-TRON,1,71628.16,71628.16,Leasing,Germany
1427,2020-06-17,CL0451,DL015,SP002,TOYOTA,YARIS,3,17825.67,53477.01,Financing,Japan
1428,2024-04-05,CL0442,DL002,SP002,VOLVO,XC90,1,56995.93,56995.93,Financing,UK
1429,2023-06-30,CL0385,DL002,SP020,Acura,NSX Type S,1,168971.92,168971.92,Leasing,Spain
1430,2024-06-26,CL0606,DL001,SP018,Volkswagen,Golf TCR,3,39905.8,119717.4,Leasing,Australia
1431,2021-12-29,CL0047,DL010,SP006,Volkswagen,ID. Buzz Cargo Pro,1,56243.72,56243.72,Financing,Japan
1432,2020-01-31,CL0119,DL008,SP013,Mazda,RX-5,2,24170.1,48340.2,Leasing,France
1433,2021-03-06,CL0382,DL005,SP012,GMC,Terrain AT4,1,40135.67,40135.67,Financing,Japan
1434,2020-02-06,CL0408,DL011,SP011,FERRARI,F8 TRIBUTO,3,302016.94,906050.82,Financing,Brazil
1435,2022-07-15,CL0173,DL005,SP017,NISSAN,SENTRA,2,21767.86,43535.72,Leasing,Germany
1436,2020-11-09,CL0102,DL007,SP017,Porsche,911 Dakar Limited Edition,3,222133.52,666400.56,Leasing,Spain
1437,2020-02-28,CL0571,DL001,SP010,Mazda,MX-6,1,16233.12,16233.12,Leasing,Japan
1438,2021-08-18,CL0660,DL002,SP016,BMW,128ti,1,43944.87,43944.87,Financing,China
1439,2020-07-02,CL0555,DL014,SP019,Cadillac,CT5-V,1,51943.93,51943.93,Leasing,Brazil
1440,2022-12-15,CL0298,DL001,SP004,Nissan,Urvan,2,29768.29,59536.58,Cash,Australia
1441,2022-08-31,CL0346,DL008,SP008,Porsche,Cayenne E-Hybrid,1,86550.9,86550.9,Leasing,Germany
1442,2021-07-18,CL0530,DL003,SP009,Cadillac,XT6,3,45935.09,137805.27,Cash,France
1443,2022-11-11,CL0717,DL015,SP017,MERCEDES,BENZ S-CLASS S 350,3,83140.34,249421.02,Cash,Italy
1444,2021-05-02,CL0280,DL009,SP001,HYUNDAI,I20,1,14849.14,14849.14,Cash,USA
1445,2024-12-15,CL0175,DL002,SP006,Porsche,Panamera 4 E-Hybrid Sport Turismo,2,123882.41,247764.82,Leasing,Japan
1446,2023-01-25,CL0790,DL010,SP006,Volkswagen,Golf Cabriolet,1,28742.69,28742.69,Financing,Japan
1447,2020-11-21,CL0002,DL004,SP016,Nissan,Pathfinder Hybrid,3,44104.84,132314.52,Leasing,France
1448,2022-06-05,CL0247,DL011,SP006,Mazda,Persona,1,12362.39,12362.39,Financing,Spain
1449,2022-12-24,CL0176,DL004,SP017,Tesla,Model S Plaid,1,98243.99,98243.99,Financing,USA
1450,2024-09-09,CL0662,DL012,SP005,Porsche,Macan GTS,3,87694.47,263083.41,Leasing,Spain
1451,2020-08-01,CL0130,DL015,SP003,Mazda,Porter,1,12193.27,12193.27,Leasing,Australia
1452,2022-05-08,CL0404,DL001,SP018,Nissan,Murano CrossCabriolet,1,45248.5,45248.5,Financing,Japan
1453,2023-07-22,CL0489,DL001,SP018,Ford,Explorer Platinum,3,58790.44,176371.32,Leasing,China
1454,2020-12-22,CL0404,DL009,SP017,Mitsubishi,RVR SE,1,24536.44,24536.44,Leasing,Germany
1455,2024-05-11,CL0500,DL012,SP008,Bugatti,Centodieci,2,8283170.96,16566341.92,Financing,UK
1456,2023-02-25,CL0238,DL006,SP010,Tata Motors,Indica V2 Xeta,2,4638.17,9276.34,Leasing,Germany
1457,2022-09-12,CL0672,DL006,SP017,Nissan,Terrano XL,1,13887.47,13887.47,Leasing,Germany
1458,2023-08-19,CL0601,DL015,SP020,AUDI,R8 V10 PLUS,2,177855.87,355711.74,Leasing,Japan
1459,2021-08-06,CL0064,DL012,SP009,Nissan,Datsun 240Z (Classic),1,49183.99,49183.99,Financing,Japan
1460,2022-10-08,CL0511,DL009,SP006,Chevrolet,Suburban High Country,3,78256.02,234768.06,Leasing,Brazil
1461,2022-08-27,CL0575,DL011,SP011,Mitsubishi,Outlander SEL,1,33946.2,33946.2,Leasing,Italy
1462,2022-03-02,CL0082,DL012,SP016,ROLLS ROYCE,CULLINAN SUV,3,294964.81,884894.43,Financing,Italy
1463,2020-06-08,CL0714,DL006,SP015,Nissan,300ZX,1,46010.64,46010.64,Cash,France
1464,2021-08-06,CL0096,DL006,SP020,Kia,K5 EX,2,29049.09,58098.18,Financing,Australia
1465,2020-03-01,CL0023,DL014,SP014,MERCEDES,BENZ CLS 450,3,71715.78,215147.34,Leasing,France
1466,2024-03-31,CL0552,DL007,SP012,Nissan,Navara,1,31869.96,31869.96,Financing,Germany
1467,2022-11-06,CL0106,DL003,SP007,Ford,Mustang,1,53873.06,53873.06,Financing,Brazil
1468,2022-01-28,CL0232,DL015,SP019,Bugatti,Centodieci,1,9011834.89,9011834.89,Leasing,Brazil
1469,2024-10-17,CL0368,DL014,SP002,Porsche,911 GT3 RS Clubsport,3,232779.32,698337.96,Leasing,UK
1470,2024-02-10,CL0262,DL014,SP005,Acura,ILX Technology Package,2,31775.15,63550.3,Financing,Spain
1471,2024-01-16,CL0321,DL011,SP008,Tata Motors,Nexon EV Max,2,26525.59,53051.18,Financing,China
1472,2023-05-05,CL0623,DL008,SP019,BMW,M850i DRIVE COUPE,3,117216.26,351648.78,Cash,Japan
1473,2020-01-23,CL0101,DL009,SP020,Bugatti,Chiron Sport,1,3503432.1,3503432.1,Financing,Brazil
1474,2024-11-24,CL0234,DL001,SP002,Volkswagen,Jetta GLI,3,31443.25,94329.75,Leasing,UK
1475,2023-07-01,CL0108,DL004,SP020,Porsche,Cayenne Diesel (Regional Markets),2,63017.24,126034.48,Cash,USA
1476,2022-07-01,CL0163,DL008,SP018,Acura,TLX V6 Advance,3,45632.1,136896.3,Leasing,China
1477,2021-01-21,CL0537,DL012,SP006,Jaguar Land Rover,Jaguar F-Type V8 R,3,93314.57,279943.71,Cash,Australia
1478,2024-03-25,CL0492,DL006,SP011,Volvo,Volvo VNL,1,113811.97,113811.97,Leasing,USA
1479,2022-05-13,CL0373,DL009,SP018,Jaguar Land Rover,Jaguar F-Type,2,69528.51,139057.02,Financing,Japan
1480,2022-12-14,CL0223,DL002,SP007,Tesla,Model 3 Performance,1,50995.83,50995.83,Cash,UK
1481,2020-11-22,CL0456,DL014,SP011,Volkswagen,Passat B8,3,28739.72,86219.16,Leasing,UK
1482,2024-03-09,CL0646,DL008,SP020,Jaguar Land Rover,Jaguar F-PACE,1,28520.57,28520.57,Financing,Germany
1483,2021-12-04,CL0421,DL013,SP011,Volkswagen,Caddy,2,25532.02,51064.04,Cash,UK
1484,2022-02-05,CL0774,DL009,SP002,Porsche,Panamera 4 E-Hybrid Sport Turismo,3,118401.75,355205.25,Leasing,USA
1485,2022-10-26,CL0643,DL011,SP012,Chevrolet,Malibu Premier,2,36404.86,72809.72,Leasing,UK
1486,2023-07-09,CL0096,DL012,SP018,Porsche,Panamera 4 E-Hybrid,2,103587.35,207174.7,Leasing,USA
1487,2022-07-17,CL0348,DL014,SP015,Mitsubishi,Outlander PHEV,3,35549.41,106648.23,Leasing,USA
1488,2020-10-16,CL0268,DL009,SP015,LAMBORGHINI,HURACAN SPYDER,1,312435.16,312435.16,Cash,France
1489,2024-06-22,CL0518,DL004,SP019,Volkswagen,Golf Cabriolet,2,30178.41,60356.82,Cash,Australia
1490,2020-02-01,CL0211,DL015,SP004,Mazda,CX-8,1,34344.14,34344.14,Cash,USA
1491,2020-09-02,CL0158,DL012,SP001,Ford,Fiesta ST,2,21580.47,43160.94,Financing,Japan
1492,2022-11-09,CL0120,DL011,SP009,Ford,Expedition,3,47025.24,141075.72,Cash,Brazil
1493,2024-03-25,CL0180,DL013,SP010,Peugeot,208 PSE (Peugeot Sport Engineered),2,49298.91,98597.82,Leasing,Australia
1494,2024-06-03,CL0793,DL012,SP012,Nissan,Datsun 510 (Classic),2,23920.63,47841.26,Cash,Italy
1495,2024-10-07,CL0228,DL014,SP012,LAMBORGHINI,VENENO ROADSTER,3,4595641.05,13786923.15,Leasing,Italy
1496,2024-10-22,CL0014,DL003,SP002,Porsche,911 Dakar Sport,2,221332.12,442664.24,Cash,UK
1497,2020-09-01,CL0105,DL008,SP014,Porsche,911 Carrera GTS Lightweight,3,142876.76,428630.28,Leasing,Brazil
1498,2020-08-20,CL0773,DL002,SP010,Volkswagen,Golf Electric,1,32355.83,32355.83,Cash,Spain
1499,2023-02-11,CL0311,DL010,SP016,GMC,Sierra EV Denali,1,102723.88,102723.88,Cash,USA
1500,2021-04-19,CL0136,DL015,SP018,Nissan,Murano CrossCabriolet,2,50871.2,101742.4,Leasing,Germany
1501,2024-03-05,CL0252,DL002,SP006,Nissan,Patrol Super Safari Y61,2,53879.85,107759.7,Leasing,Brazil
1502,2023-11-03,CL0347,DL006,SP020,LAMBORGHINI,SIAN,2,2827377.42,5654754.84,Cash,Spain
1503,2023-08-05,CL0178,DL014,SP006,GMC,Canyon,2,37824.57,75649.14,Leasing,Brazil
1504,2021-09-20,CL0514,DL002,SP007,Nissan,GT-R Black Edition,3,178219.44,534658.32,Financing,USA
1505,2024-01-27,CL0725,DL011,SP011,Mazda,Bongo Friendee,1,20984.08,20984.08,Cash,Spain
1506,2022-05-13,CL0075,DL005,SP002,Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,1,98514.36,98514.36,Leasing,Japan
1507,2024-06-14,CL0228,DL001,SP016,GMC,Yukon AT4,1,76618.21,76618.21,Leasing,UK
1508,2021-01-30,CL0063,DL001,SP004,Acura,MDX Sport Hybrid,1,53524.51,53524.51,Financing,China
1509,2021-06-11,CL0515,DL008,SP013,TOYOTA,LAND CRUISER 300,3,58802.08,176406.24,Leasing,Germany
1510,2020-07-17,CL0317,DL004,SP010,Volkswagen,Lupo,3,14849.64,44548.92,Financing,Italy
1511,2022-03-29,CL0636,DL001,SP012,Volkswagen,Golf TDI,1,29573.19,29573.19,Leasing,Spain
1512,2023-03-18,CL0098,DL004,SP018,ROLLS ROYCE,GHOST ZENITH,2,302595.33,605190.66,Cash,Brazil
1513,2020-03-01,CL0643,DL006,SP004,Mazda,Autozam AZ-1,2,12068.33,24136.66,Leasing,Brazil
1514,2020-12-30,CL0183,DL009,SP016,Jeep,Wrangler 4xe,1,46214.71,46214.71,Leasing,France
